especificacao,categoria,subcategoria,trimestre,periodo,ano,mes,quantidade
Vinterna.Planos,Vinterna,Planos,1,Fev_2019,2019,Fev,890.0
Vinterna.Longos,Vinterna,Longos,1,Fev_2019,2019,Fev,601.5029999999999
Vinterna.Placas,Vinterna,Placas,1,Fev_2019,2019,Fev,13.447
Vinterna.Blocos,Vinterna,Blocos,1,Fev_2019,2019,Fev,14.729
Vexterna.Planos,Vexterna,Planos,1,Fev_2019,2019,Fev,112.956
Vexterna.Longos,Vexterna,Longos,1,Fev_2019,2019,Fev,143.3
Vexterna.Placas,Vexterna,Placas,1,Fev_2019,2019,Fev,616.744
Vexterna.Blocos,Vexterna,Blocos,1,Fev_2019,2019,Fev,63.576
Cexterior.Planos,Cexterior,Planos,1,Fev_2019,2019,Fev,219.006
Cexterior.Longos,Cexterior,Longos,1,Fev_2019,2019,Fev,153.803
Cexterior.Placas,Cexterior,Placas,1,Fev_2019,2019,Fev,482.618
Cexterior.Blocos,Cexterior,Blocos,1,Fev_2019,2019,Fev,41.27
Importacao.Planos,Importacao,Planos,1,Fev_2019,2019,Fev,119.57
Importacao.Longos,Importacao,Longos,1,Fev_2019,2019,Fev,56.477
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Fev_2019,2019,Fev,27.528
Caparente.Planos,Caparente,Planos,1,Fev_2019,2019,Fev,1023.42
Caparente.Longos,Caparente,Longos,1,Fev_2019,2019,Fev,674.107
Producao.Aco Bruto,Producao,Aco Bruto,1,Mar_2019,2019,Mar,2877.683
Producao.Planos,Producao,Planos,1,Mar_2019,2019,Mar,1240.485
Producao.Longos,Producao,Longos,1,Mar_2019,2019,Mar,819.612
Producao.Placas,Producao,Placas,1,Mar_2019,2019,Mar,732.789
Producao.Blocos,Producao,Blocos,1,Mar_2019,2019,Mar,99.641
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Mar_2019,2019,Mar,2355.977
Vinterna.Planos,Vinterna,Planos,1,Mar_2019,2019,Mar,1000.136
Vinterna.Longos,Vinterna,Longos,1,Mar_2019,2019,Mar,640.757
Vinterna.Placas,Vinterna,Placas,1,Mar_2019,2019,Mar,11.581
Vinterna.Blocos,Vinterna,Blocos,1,Mar_2019,2019,Mar,13.022
Vexterna.Planos,Vexterna,Planos,1,Mar_2019,2019,Mar,245.759
Vexterna.Longos,Vexterna,Longos,1,Mar_2019,2019,Mar,178.332
Vexterna.Placas,Vexterna,Placas,1,Mar_2019,2019,Mar,514.425
Vexterna.Blocos,Vexterna,Blocos,1,Mar_2019,2019,Mar,87.678
Cexterior.Planos,Cexterior,Planos,1,Mar_2019,2019,Mar,129.175
Cexterior.Longos,Cexterior,Longos,1,Mar_2019,2019,Mar,124.571
Cexterior.Placas,Cexterior,Placas,1,Mar_2019,2019,Mar,530.364
Cexterior.Blocos,Cexterior,Blocos,1,Mar_2019,2019,Mar,27.33
Importacao.Planos,Importacao,Planos,1,Mar_2019,2019,Mar,145.966
Importacao.Longos,Importacao,Longos,1,Mar_2019,2019,Mar,49.827
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Mar_2019,2019,Mar,36.869
Caparente.Planos,Caparente,Planos,1,Mar_2019,2019,Mar,1114.533
Caparente.Longos,Caparente,Longos,1,Mar_2019,2019,Mar,725.173
Producao.Aco Bruto,Producao,Aco Bruto,2,Abr_2019,2019,Abr,2970.006
Producao.Planos,Producao,Planos,2,Abr_2019,2019,Abr,1163.309
Producao.Longos,Producao,Longos,2,Abr_2019,2019,Abr,778.193
Producao.Placas,Producao,Placas,2,Abr_2019,2019,Abr,711.425
Producao.Blocos,Producao,Blocos,2,Abr_2019,2019,Abr,75.588
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Abr_2019,2019,Abr,2382.641
Vinterna.Planos,Vinterna,Planos,2,Abr_2019,2019,Abr,869.649
Vinterna.Longos,Vinterna,Longos,2,Abr_2019,2019,Abr,617.1370000000001
Vinterna.Placas,Vinterna,Placas,2,Abr_2019,2019,Abr,13.88
Vinterna.Blocos,Vinterna,Blocos,2,Abr_2019,2019,Abr,15.616
Vexterna.Planos,Vexterna,Planos,2,Abr_2019,2019,Abr,162.523
Vexterna.Longos,Vexterna,Longos,2,Abr_2019,2019,Abr,145.404
Vexterna.Placas,Vexterna,Placas,2,Abr_2019,2019,Abr,668.935
Vexterna.Blocos,Vexterna,Blocos,2,Abr_2019,2019,Abr,49.983
Cexterior.Planos,Cexterior,Planos,2,Abr_2019,2019,Abr,183.167
Cexterior.Longos,Cexterior,Longos,2,Abr_2019,2019,Abr,164.749
Cexterior.Placas,Cexterior,Placas,2,Abr_2019,2019,Abr,692.069
Cexterior.Blocos,Cexterior,Blocos,2,Abr_2019,2019,Abr,23.781
Importacao.Planos,Importacao,Planos,2,Abr_2019,2019,Abr,119.822
Importacao.Longos,Importacao,Longos,2,Abr_2019,2019,Abr,60.676
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Abr_2019,2019,Abr,63.765
Caparente.Planos,Caparente,Planos,2,Abr_2019,2019,Abr,998.61
Caparente.Longos,Caparente,Longos,2,Abr_2019,2019,Abr,721.171
Producao.Aco Bruto,Producao,Aco Bruto,2,Mai_2019,2019,Mai,2826.295
Producao.Planos,Producao,Planos,2,Mai_2019,2019,Mai,1212.235
Producao.Longos,Producao,Longos,2,Mai_2019,2019,Mai,798.234
Producao.Placas,Producao,Placas,2,Mai_2019,2019,Mai,592.036
Producao.Blocos,Producao,Blocos,2,Mai_2019,2019,Mai,58.561
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Mai_2019,2019,Mai,2295.396
Vinterna.Planos,Vinterna,Planos,2,Mai_2019,2019,Mai,902.256
Vinterna.Longos,Vinterna,Longos,2,Mai_2019,2019,Mai,623.99
Vinterna.Placas,Vinterna,Placas,2,Mai_2019,2019,Mai,14.272
Vinterna.Blocos,Vinterna,Blocos,2,Mai_2019,2019,Mai,16.33
Vexterna.Planos,Vexterna,Planos,2,Mai_2019,2019,Mai,226.116
Vexterna.Longos,Vexterna,Longos,2,Mai_2019,2019,Mai,137.419
Vexterna.Placas,Vexterna,Placas,2,Mai_2019,2019,Mai,613.684
Vexterna.Blocos,Vexterna,Blocos,2,Mai_2019,2019,Mai,43.977
Cexterior.Planos,Cexterior,Planos,2,Mai_2019,2019,Mai,236.933
Cexterior.Longos,Cexterior,Longos,2,Mai_2019,2019,Mai,173.385
Cexterior.Placas,Cexterior,Placas,2,Mai_2019,2019,Mai,812.933
Cexterior.Blocos,Cexterior,Blocos,2,Mai_2019,2019,Mai,11.768
Importacao.Planos,Importacao,Planos,2,Mai_2019,2019,Mai,156.838
Importacao.Longos,Importacao,Longos,2,Mai_2019,2019,Mai,73.858
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Mai_2019,2019,Mai,1.883
Caparente.Planos,Caparente,Planos,2,Mai_2019,2019,Mai,1074.209
Caparente.Longos,Caparente,Longos,2,Mai_2019,2019,Mai,715.892
Producao.Aco Bruto,Producao,Aco Bruto,2,Jun_2019,2019,Jun,2882.544
Producao.Planos,Producao,Planos,2,Jun_2019,2019,Jun,1061.634
Producao.Longos,Producao,Longos,2,Jun_2019,2019,Jun,739.38
Producao.Placas,Producao,Placas,2,Jun_2019,2019,Jun,737.378
Producao.Blocos,Producao,Blocos,2,Jun_2019,2019,Jun,109.229
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Jun_2019,2019,Jun,2277.06
Vinterna.Planos,Vinterna,Planos,2,Jun_2019,2019,Jun,933.434
Vinterna.Longos,Vinterna,Longos,2,Jun_2019,2019,Jun,606.609
Vinterna.Placas,Vinterna,Placas,2,Jun_2019,2019,Jun,20.719
Vinterna.Blocos,Vinterna,Blocos,2,Jun_2019,2019,Jun,17.41
Vexterna.Planos,Vexterna,Planos,2,Jun_2019,2019,Jun,185.785
Vexterna.Longos,Vexterna,Longos,2,Jun_2019,2019,Jun,203.003
Vexterna.Placas,Vexterna,Placas,2,Jun_2019,2019,Jun,777.412
Vexterna.Blocos,Vexterna,Blocos,2,Jun_2019,2019,Jun,75.35
Cexterior.Planos,Cexterior,Planos,2,Jun_2019,2019,Jun,226.9
Cexterior.Longos,Cexterior,Longos,2,Jun_2019,2019,Jun,152.203
Cexterior.Placas,Cexterior,Placas,2,Jun_2019,2019,Jun,717.165
Cexterior.Blocos,Cexterior,Blocos,2,Jun_2019,2019,Jun,2.988
Importacao.Planos,Importacao,Planos,2,Jun_2019,2019,Jun,94.824
Importacao.Longos,Importacao,Longos,2,Jun_2019,2019,Jun,71.59
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Jun_2019,2019,Jun,1.251
Caparente.Planos,Caparente,Planos,2,Jun_2019,2019,Jun,1049.394
Caparente.Longos,Caparente,Longos,2,Jun_2019,2019,Jun,696.639
Producao.Aco Bruto,Producao,Aco Bruto,3,Jul_2019,2019,Jul,2504.754
Producao.Planos,Producao,Planos,3,Jul_2019,2019,Jul,1163.343
Producao.Longos,Producao,Longos,3,Jul_2019,2019,Jul,730.969
Producao.Placas,Producao,Placas,3,Jul_2019,2019,Jul,605.553
Producao.Blocos,Producao,Blocos,3,Jul_2019,2019,Jul,103.852
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Jul_2019,2019,Jul,1879.477
Vinterna.Planos,Vinterna,Planos,3,Jul_2019,2019,Jul,877.856
Vinterna.Longos,Vinterna,Longos,3,Jul_2019,2019,Jul,660.27
Vinterna.Placas,Vinterna,Placas,3,Jul_2019,2019,Jul,14.361
Vinterna.Blocos,Vinterna,Blocos,3,Jul_2019,2019,Jul,11.594
Vexterna.Planos,Vexterna,Planos,3,Jul_2019,2019,Jul,66.706
Vexterna.Longos,Vexterna,Longos,3,Jul_2019,2019,Jul,158.484
Vexterna.Placas,Vexterna,Placas,3,Jul_2019,2019,Jul,551.866
Vexterna.Blocos,Vexterna,Blocos,3,Jul_2019,2019,Jul,87.616
Cexterior.Planos,Cexterior,Planos,3,Jul_2019,2019,Jul,96.153
Cexterior.Longos,Cexterior,Longos,3,Jul_2019,2019,Jul,171.123
Cexterior.Placas,Cexterior,Placas,3,Jul_2019,2019,Jul,705.64
Cexterior.Blocos,Cexterior,Blocos,3,Jul_2019,2019,Jul,26.684
Importacao.Planos,Importacao,Planos,3,Jul_2019,2019,Jul,128.545
Importacao.Longos,Importacao,Longos,3,Jul_2019,2019,Jul,70.762
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Jul_2019,2019,Jul,1.861
Caparente.Planos,Caparente,Planos,3,Jul_2019,2019,Jul,1020.933
Caparente.Longos,Caparente,Longos,3,Jul_2019,2019,Jul,740.251
Producao.Aco Bruto,Producao,Aco Bruto,3,Ago_2019,2019,Ago,2536.573
Producao.Planos,Producao,Planos,3,Ago_2019,2019,Ago,1087.796
Producao.Longos,Producao,Longos,3,Ago_2019,2019,Ago,807.647
Producao.Placas,Producao,Placas,3,Ago_2019,2019,Ago,522.745
Producao.Blocos,Producao,Blocos,3,Ago_2019,2019,Ago,81.721
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Ago_2019,2019,Ago,1926.313
Vinterna.Planos,Vinterna,Planos,3,Ago_2019,2019,Ago,935.818
Vinterna.Longos,Vinterna,Longos,3,Ago_2019,2019,Ago,679.77
Vinterna.Placas,Vinterna,Placas,3,Ago_2019,2019,Ago,11.118
Vinterna.Blocos,Vinterna,Blocos,3,Ago_2019,2019,Ago,11.219
Vexterna.Planos,Vexterna,Planos,3,Ago_2019,2019,Ago,174.589
Vexterna.Longos,Vexterna,Longos,3,Ago_2019,2019,Ago,153.599
Vexterna.Placas,Vexterna,Placas,3,Ago_2019,2019,Ago,607.473
Vexterna.Blocos,Vexterna,Blocos,3,Ago_2019,2019,Ago,77.405
Cexterior.Planos,Cexterior,Planos,3,Ago_2019,2019,Ago,111.682
Cexterior.Longos,Cexterior,Longos,3,Ago_2019,2019,Ago,162.289
Cexterior.Placas,Cexterior,Placas,3,Ago_2019,2019,Ago,616.41
Cexterior.Blocos,Cexterior,Blocos,3,Ago_2019,2019,Ago,26.715
Importacao.Planos,Importacao,Planos,3,Ago_2019,2019,Ago,120.104
Importacao.Longos,Importacao,Longos,3,Ago_2019,2019,Ago,61.727
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Ago_2019,2019,Ago,68.985
Caparente.Planos,Caparente,Planos,3,Ago_2019,2019,Ago,1066.303
Caparente.Longos,Caparente,Longos,3,Ago_2019,2019,Ago,764.249
Producao.Aco Bruto,Producao,Aco Bruto,3,Set_2019,2019,Set,2394.487
Producao.Planos,Producao,Planos,3,Set_2019,2019,Set,1166.646
Producao.Longos,Producao,Longos,3,Set_2019,2019,Set,802.649
Producao.Placas,Producao,Placas,3,Set_2019,2019,Set,561.404
Producao.Blocos,Producao,Blocos,3,Set_2019,2019,Set,108.771
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Set_2019,2019,Set,1906.233
Vinterna.Planos,Vinterna,Planos,3,Set_2019,2019,Set,913.579
Vinterna.Longos,Vinterna,Longos,3,Set_2019,2019,Set,679.048
Vinterna.Placas,Vinterna,Placas,3,Set_2019,2019,Set,8.897
Vinterna.Blocos,Vinterna,Blocos,3,Set_2019,2019,Set,10.622
Vexterna.Planos,Vexterna,Planos,3,Set_2019,2019,Set,216.926
Vexterna.Longos,Vexterna,Longos,3,Set_2019,2019,Set,147.638
Vexterna.Placas,Vexterna,Placas,3,Set_2019,2019,Set,549.598
Vexterna.Blocos,Vexterna,Blocos,3,Set_2019,2019,Set,103.884
Cexterior.Planos,Cexterior,Planos,3,Set_2019,2019,Set,236.696
Cexterior.Longos,Cexterior,Longos,3,Set_2019,2019,Set,134.734
Cexterior.Placas,Cexterior,Placas,3,Set_2019,2019,Set,538.483
Cexterior.Blocos,Cexterior,Blocos,3,Set_2019,2019,Set,45.593
Importacao.Planos,Importacao,Planos,3,Set_2019,2019,Set,114.555
Importacao.Longos,Importacao,Longos,3,Set_2019,2019,Set,67.539
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Set_2019,2019,Set,2.353
Caparente.Planos,Caparente,Planos,3,Set_2019,2019,Set,1037.632
Caparente.Longos,Caparente,Longos,3,Set_2019,2019,Set,759.483
Producao.Aco Bruto,Producao,Aco Bruto,4,Out_2019,2019,Out,2690.47
Producao.Planos,Producao,Planos,4,Out_2019,2019,Out,1058.362
Producao.Longos,Producao,Longos,4,Out_2019,2019,Out,828.377
Producao.Placas,Producao,Placas,4,Out_2019,2019,Out,551.69
Producao.Blocos,Producao,Blocos,4,Out_2019,2019,Out,67.448
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Out_2019,2019,Out,2193.394
Vinterna.Planos,Vinterna,Planos,4,Out_2019,2019,Out,956.189
Vinterna.Longos,Vinterna,Longos,4,Out_2019,2019,Out,683.366
Vinterna.Placas,Vinterna,Placas,4,Out_2019,2019,Out,6.066
Vinterna.Blocos,Vinterna,Blocos,4,Out_2019,2019,Out,8.153
Vexterna.Planos,Vexterna,Planos,4,Out_2019,2019,Out,252.901
Vexterna.Longos,Vexterna,Longos,4,Out_2019,2019,Out,131.45
Vexterna.Placas,Vexterna,Placas,4,Out_2019,2019,Out,495.284
Vexterna.Blocos,Vexterna,Blocos,4,Out_2019,2019,Out,49.087
Cexterior.Planos,Cexterior,Planos,4,Out_2019,2019,Out,261.192
Cexterior.Longos,Cexterior,Longos,4,Out_2019,2019,Out,161.826
Cexterior.Placas,Cexterior,Placas,4,Out_2019,2019,Out,699.792
Cexterior.Blocos,Cexterior,Blocos,4,Out_2019,2019,Out,21.621
Importacao.Planos,Importacao,Planos,4,Out_2019,2019,Out,155.94
Importacao.Longos,Importacao,Longos,4,Out_2019,2019,Out,52.729
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Out_2019,2019,Out,0.919
Caparente.Planos,Caparente,Planos,4,Out_2019,2019,Out,1119.022
Caparente.Longos,Caparente,Longos,4,Out_2019,2019,Out,745.025
Producao.Aco Bruto,Producao,Aco Bruto,4,Nov_2019,2019,Nov,2656.803
Producao.Planos,Producao,Planos,4,Nov_2019,2019,Nov,1015.708
Producao.Longos,Producao,Longos,4,Nov_2019,2019,Nov,758.69
Producao.Placas,Producao,Placas,4,Nov_2019,2019,Nov,712.789
Producao.Blocos,Producao,Blocos,4,Nov_2019,2019,Nov,71.966
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Nov_2019,2019,Nov,2179.277
Vinterna.Planos,Vinterna,Planos,4,Nov_2019,2019,Nov,929.722
Vinterna.Longos,Vinterna,Longos,4,Nov_2019,2019,Nov,674.807
Vinterna.Placas,Vinterna,Placas,4,Nov_2019,2019,Nov,11.737
Vinterna.Blocos,Vinterna,Blocos,4,Nov_2019,2019,Nov,7.697
Vexterna.Planos,Vexterna,Planos,4,Nov_2019,2019,Nov,158.997
Vexterna.Longos,Vexterna,Longos,4,Nov_2019,2019,Nov,88.848
Vexterna.Placas,Vexterna,Placas,4,Nov_2019,2019,Nov,721.504
Vexterna.Blocos,Vexterna,Blocos,4,Nov_2019,2019,Nov,55.01
Cexterior.Planos,Cexterior,Planos,4,Nov_2019,2019,Nov,196.869
Cexterior.Longos,Cexterior,Longos,4,Nov_2019,2019,Nov,96.667
Cexterior.Placas,Cexterior,Placas,4,Nov_2019,2019,Nov,785.328
Cexterior.Blocos,Cexterior,Blocos,4,Nov_2019,2019,Nov,10.232
Importacao.Planos,Importacao,Planos,4,Nov_2019,2019,Nov,77.093
Importacao.Longos,Importacao,Longos,4,Nov_2019,2019,Nov,48.635
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Nov_2019,2019,Nov,2.317
Caparente.Planos,Caparente,Planos,4,Nov_2019,2019,Nov,1018.811
Caparente.Longos,Caparente,Longos,4,Nov_2019,2019,Nov,733.33
Producao.Aco Bruto,Producao,Aco Bruto,4,Dez_2019,2019,Dez,2461.766
Producao.Planos,Producao,Planos,4,Dez_2019,2019,Dez,941.227
Producao.Longos,Producao,Longos,4,Dez_2019,2019,Dez,541.216
Producao.Placas,Producao,Placas,4,Dez_2019,2019,Dez,723.3
Producao.Blocos,Producao,Blocos,4,Dez_2019,2019,Dez,149.604
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Dez_2019,2019,Dez,2232.93
Vinterna.Planos,Vinterna,Planos,4,Dez_2019,2019,Dez,848.7810000000001
Vinterna.Longos,Vinterna,Longos,4,Dez_2019,2019,Dez,560.813
Vinterna.Placas,Vinterna,Placas,4,Dez_2019,2019,Dez,7.391
Vinterna.Blocos,Vinterna,Blocos,4,Dez_2019,2019,Dez,10.477
Vexterna.Planos,Vexterna,Planos,4,Dez_2019,2019,Dez,120.441
Vexterna.Longos,Vexterna,Longos,4,Dez_2019,2019,Dez,127.984
Vexterna.Placas,Vexterna,Placas,4,Dez_2019,2019,Dez,757.66
Vexterna.Blocos,Vexterna,Blocos,4,Dez_2019,2019,Dez,168.883
Cexterior.Planos,Cexterior,Planos,4,Dez_2019,2019,Dez,104.718
Cexterior.Longos,Cexterior,Longos,4,Dez_2019,2019,Dez,120.295
Cexterior.Placas,Cexterior,Placas,4,Dez_2019,2019,Dez,740.874
Cexterior.Blocos,Cexterior,Blocos,4,Dez_2019,2019,Dez,43.649
Importacao.Planos,Importacao,Planos,4,Dez_2019,2019,Dez,81.006
Importacao.Longos,Importacao,Longos,4,Dez_2019,2019,Dez,51.605
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Dez_2019,2019,Dez,0.733
Caparente.Planos,Caparente,Planos,4,Dez_2019,2019,Dez,937.183
Caparente.Longos,Caparente,Longos,4,Dez_2019,2019,Dez,623.523
Producao.Aco Bruto,Producao,Aco Bruto,1,Jan_2020,2020,Jan,2710.816
Producao.Planos,Producao,Planos,1,Jan_2020,2020,Jan,1225.067
Producao.Longos,Producao,Longos,1,Jan_2020,2020,Jan,807.224
Producao.Placas,Producao,Placas,1,Jan_2020,2020,Jan,582.51
Producao.Blocos,Producao,Blocos,1,Jan_2020,2020,Jan,22.513
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Jan_2020,2020,Jan,2169.498
Vinterna.Planos,Vinterna,Planos,1,Jan_2020,2020,Jan,900.561
Vinterna.Longos,Vinterna,Longos,1,Jan_2020,2020,Jan,608.294
Vinterna.Placas,Vinterna,Placas,1,Jan_2020,2020,Jan,10.615
Vinterna.Blocos,Vinterna,Blocos,1,Jan_2020,2020,Jan,20.75
Vexterna.Planos,Vexterna,Planos,1,Jan_2020,2020,Jan,147.927
Vexterna.Longos,Vexterna,Longos,1,Jan_2020,2020,Jan,64.943
Vexterna.Placas,Vexterna,Placas,1,Jan_2020,2020,Jan,562.413
Vexterna.Blocos,Vexterna,Blocos,1,Jan_2020,2020,Jan,12.07
Cexterior.Planos,Cexterior,Planos,1,Jan_2020,2020,Jan,144.912
Cexterior.Longos,Cexterior,Longos,1,Jan_2020,2020,Jan,121.145
Cexterior.Placas,Cexterior,Placas,1,Jan_2020,2020,Jan,831.446
Cexterior.Blocos,Cexterior,Blocos,1,Jan_2020,2020,Jan,9.876
Importacao.Planos,Importacao,Planos,1,Jan_2020,2020,Jan,147.262
Importacao.Longos,Importacao,Longos,1,Jan_2020,2020,Jan,80.225
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Jan_2020,2020,Jan,0.499
Caparente.Planos,Caparente,Planos,1,Jan_2020,2020,Jan,1059.508
Caparente.Longos,Caparente,Longos,1,Jan_2020,2020,Jan,709.562
Producao.Aco Bruto,Producao,Aco Bruto,1,Fev_2020,2020,Fev,2739.87
Producao.Planos,Producao,Planos,1,Fev_2020,2020,Fev,1092.903
Producao.Longos,Producao,Longos,1,Fev_2020,2020,Fev,799.494
Producao.Placas,Producao,Placas,1,Fev_2020,2020,Fev,689.522
Producao.Blocos,Producao,Blocos,1,Fev_2020,2020,Fev,13.748
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Fev_2020,2020,Fev,2171.414
Vinterna.Planos,Vinterna,Planos,1,Fev_2020,2020,Fev,895.2
Vinterna.Longos,Vinterna,Longos,1,Fev_2020,2020,Fev,623.777
Vinterna.Placas,Vinterna,Placas,1,Fev_2020,2020,Fev,12.367
Vinterna.Blocos,Vinterna,Blocos,1,Fev_2020,2020,Fev,26.67
Vexterna.Planos,Vexterna,Planos,1,Fev_2020,2020,Fev,135.181
Vexterna.Longos,Vexterna,Longos,1,Fev_2020,2020,Fev,102.701
Vexterna.Placas,Vexterna,Placas,1,Fev_2020,2020,Fev,669.968
Vexterna.Blocos,Vexterna,Blocos,1,Fev_2020,2020,Fev,11.163
Cexterior.Planos,Cexterior,Planos,1,Fev_2020,2020,Fev,114.248
Cexterior.Longos,Cexterior,Longos,1,Fev_2020,2020,Fev,104.939
Cexterior.Placas,Cexterior,Placas,1,Fev_2020,2020,Fev,528.316
Cexterior.Blocos,Cexterior,Blocos,1,Fev_2020,2020,Fev,2.32
Importacao.Planos,Importacao,Planos,1,Fev_2020,2020,Fev,91.829
Importacao.Longos,Importacao,Longos,1,Fev_2020,2020,Fev,54.835
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Fev_2020,2020,Fev,2.733
Caparente.Planos,Caparente,Planos,1,Fev_2020,2020,Fev,999.923
Caparente.Longos,Caparente,Longos,1,Fev_2020,2020,Fev,707.885
Producao.Aco Bruto,Producao,Aco Bruto,1,Mar_2020,2020,Mar,2691.702
Producao.Planos,Producao,Planos,1,Mar_2020,2020,Mar,1081.677
Producao.Longos,Producao,Longos,1,Mar_2020,2020,Mar,816.77
Producao.Placas,Producao,Placas,1,Mar_2020,2020,Mar,690.403
Producao.Blocos,Producao,Blocos,1,Mar_2020,2020,Mar,58.635
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Mar_2020,2020,Mar,2095.155
Vinterna.Planos,Vinterna,Planos,1,Mar_2020,2020,Mar,881.16
Vinterna.Longos,Vinterna,Longos,1,Mar_2020,2020,Mar,571.073
Vinterna.Placas,Vinterna,Placas,1,Mar_2020,2020,Mar,15.863
Vinterna.Blocos,Vinterna,Blocos,1,Mar_2020,2020,Mar,18.589
Vexterna.Planos,Vexterna,Planos,1,Mar_2020,2020,Mar,198.777
Vexterna.Longos,Vexterna,Longos,1,Mar_2020,2020,Mar,119.901
Vexterna.Placas,Vexterna,Placas,1,Mar_2020,2020,Mar,618.209
Vexterna.Blocos,Vexterna,Blocos,1,Mar_2020,2020,Mar,49.379
Cexterior.Planos,Cexterior,Planos,1,Mar_2020,2020,Mar,309.584
Cexterior.Longos,Cexterior,Longos,1,Mar_2020,2020,Mar,124.393
Cexterior.Placas,Cexterior,Placas,1,Mar_2020,2020,Mar,913.037
Cexterior.Blocos,Cexterior,Blocos,1,Mar_2020,2020,Mar,43.964
Importacao.Planos,Importacao,Planos,1,Mar_2020,2020,Mar,94.157
Importacao.Longos,Importacao,Longos,1,Mar_2020,2020,Mar,46.072
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Mar_2020,2020,Mar,1.349
Caparente.Planos,Caparente,Planos,1,Mar_2020,2020,Mar,992.375
Caparente.Longos,Caparente,Longos,1,Mar_2020,2020,Mar,636.752
Producao.Aco Bruto,Producao,Aco Bruto,2,Abr_2020,2020,Abr,1948.201
Producao.Planos,Producao,Planos,2,Abr_2020,2020,Abr,833.669
Producao.Longos,Producao,Longos,2,Abr_2020,2020,Abr,449.462
Producao.Placas,Producao,Placas,2,Abr_2020,2020,Abr,570.774
Producao.Blocos,Producao,Blocos,2,Abr_2020,2020,Abr,28.652
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Abr_2020,2020,Abr,1763.846
Vinterna.Planos,Vinterna,Planos,2,Abr_2020,2020,Abr,499.961
Vinterna.Longos,Vinterna,Longos,2,Abr_2020,2020,Abr,482.674
Vinterna.Placas,Vinterna,Placas,2,Abr_2020,2020,Abr,8.379
Vinterna.Blocos,Vinterna,Blocos,2,Abr_2020,2020,Abr,3.42
Vexterna.Planos,Vexterna,Planos,2,Abr_2020,2020,Abr,129.048
Vexterna.Longos,Vexterna,Longos,2,Abr_2020,2020,Abr,81.561
Vexterna.Placas,Vexterna,Placas,2,Abr_2020,2020,Abr,498.432
Vexterna.Blocos,Vexterna,Blocos,2,Abr_2020,2020,Abr,22.483
Cexterior.Planos,Cexterior,Planos,2,Abr_2020,2020,Abr,168.748
Cexterior.Longos,Cexterior,Longos,2,Abr_2020,2020,Abr,93.068
Cexterior.Placas,Cexterior,Placas,2,Abr_2020,2020,Abr,611.6
Cexterior.Blocos,Cexterior,Blocos,2,Abr_2020,2020,Abr,9.466
Importacao.Planos,Importacao,Planos,2,Abr_2020,2020,Abr,91.609
Importacao.Longos,Importacao,Longos,2,Abr_2020,2020,Abr,55.908
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Abr_2020,2020,Abr,38.228
Caparente.Planos,Caparente,Planos,2,Abr_2020,2020,Abr,600.312
Caparente.Longos,Caparente,Longos,2,Abr_2020,2020,Abr,542.724
Producao.Aco Bruto,Producao,Aco Bruto,2,Mai_2020,2020,Mai,2250.647
Producao.Planos,Producao,Planos,2,Mai_2020,2020,Mai,752.579
Producao.Longos,Producao,Longos,2,Mai_2020,2020,Mai,682.88
Producao.Placas,Producao,Placas,2,Mai_2020,2020,Mai,606.988
Producao.Blocos,Producao,Blocos,2,Mai_2020,2020,Mai,22.687
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Mai_2020,2020,Mai,1723.939
