especificacao,categoria,subcategoria,trimestre,periodo,ano,mes,quantidade
Producao.Blocos,Producao,Blocos,3,Ago_2016,2016,Ago,105.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Ago_2016,2016,Ago,2391.591
Vinterna.Planos,Vinterna,Planos,3,Ago_2016,2016,Ago,845.0
Vinterna.Longos,Vinterna,Longos,3,Ago_2016,2016,Ago,619.0
Vinterna.Placas,Vinterna,Placas,3,Ago_2016,2016,Ago,19.0
Vinterna.Blocos,Vinterna,Blocos,3,Ago_2016,2016,Ago,22.0
Vexterna.Planos,Vexterna,Planos,3,Ago_2016,2016,Ago,198.169
Vexterna.Longos,Vexterna,Longos,3,Ago_2016,2016,Ago,140.744
Vexterna.Placas,Vexterna,Placas,3,Ago_2016,2016,Ago,625.71
Vexterna.Blocos,Vexterna,Blocos,3,Ago_2016,2016,Ago,62.287
Cexterior.Planos,Cexterior,Planos,3,Ago_2016,2016,Ago,223.0
Cexterior.Longos,Cexterior,Longos,3,Ago_2016,2016,Ago,172.0
Cexterior.Placas,Cexterior,Placas,3,Ago_2016,2016,Ago,718.0
Cexterior.Blocos,Cexterior,Blocos,3,Ago_2016,2016,Ago,27.0
Importacao.Planos,Importacao,Planos,3,Ago_2016,2016,Ago,71.0
Importacao.Longos,Importacao,Longos,3,Ago_2016,2016,Ago,39.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Ago_2016,2016,Ago,0.0
Caparente.Planos,Caparente,Planos,3,Ago_2016,2016,Ago,936.0
Caparente.Longos,Caparente,Longos,3,Ago_2016,2016,Ago,680.0
Producao.Aco Bruto,Producao,Aco Bruto,3,Set_2016,2016,Set,2788.0
Producao.Planos,Producao,Planos,3,Set_2016,2016,Set,1088.0
Producao.Longos,Producao,Longos,3,Set_2016,2016,Set,739.0
Producao.Placas,Producao,Placas,3,Set_2016,2016,Set,718.0
Producao.Blocos,Producao,Blocos,3,Set_2016,2016,Set,85.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Set_2016,2016,Set,2296.826
Vinterna.Planos,Vinterna,Planos,3,Set_2016,2016,Set,860.0
Vinterna.Longos,Vinterna,Longos,3,Set_2016,2016,Set,595.0
Vinterna.Placas,Vinterna,Placas,3,Set_2016,2016,Set,20.0
Vinterna.Blocos,Vinterna,Blocos,3,Set_2016,2016,Set,31.0
Vexterna.Planos,Vexterna,Planos,3,Set_2016,2016,Set,321.096
Vexterna.Longos,Vexterna,Longos,3,Set_2016,2016,Set,146.687
Vexterna.Placas,Vexterna,Placas,3,Set_2016,2016,Set,630.057
Vexterna.Blocos,Vexterna,Blocos,3,Set_2016,2016,Set,59.176
Cexterior.Planos,Cexterior,Planos,3,Set_2016,2016,Set,385.0
Cexterior.Longos,Cexterior,Longos,3,Set_2016,2016,Set,141.0
Cexterior.Placas,Cexterior,Placas,3,Set_2016,2016,Set,800.0
Cexterior.Blocos,Cexterior,Blocos,3,Set_2016,2016,Set,20.0
Importacao.Planos,Importacao,Planos,3,Set_2016,2016,Set,90.0
Importacao.Longos,Importacao,Longos,3,Set_2016,2016,Set,62.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Set_2016,2016,Set,54.0
Caparente.Planos,Caparente,Planos,3,Set_2016,2016,Set,969.0
Caparente.Longos,Caparente,Longos,3,Set_2016,2016,Set,688.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Out_2016,2016,Out,2966.0
Producao.Planos,Producao,Planos,4,Out_2016,2016,Out,1191.0
Producao.Longos,Producao,Longos,4,Out_2016,2016,Out,762.0
Producao.Placas,Producao,Placas,4,Out_2016,2016,Out,709.0
Producao.Blocos,Producao,Blocos,4,Out_2016,2016,Out,116.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Out_2016,2016,Out,2482.535
Vinterna.Planos,Vinterna,Planos,4,Out_2016,2016,Out,837.0
Vinterna.Longos,Vinterna,Longos,4,Out_2016,2016,Out,535.0
Vinterna.Placas,Vinterna,Placas,4,Out_2016,2016,Out,9.0
Vinterna.Blocos,Vinterna,Blocos,4,Out_2016,2016,Out,28.0
Vexterna.Planos,Vexterna,Planos,4,Out_2016,2016,Out,175.115
Vexterna.Longos,Vexterna,Longos,4,Out_2016,2016,Out,138.17
Vexterna.Placas,Vexterna,Placas,4,Out_2016,2016,Out,644.884
Vexterna.Blocos,Vexterna,Blocos,4,Out_2016,2016,Out,93.841
Cexterior.Planos,Cexterior,Planos,4,Out_2016,2016,Out,156.0
Cexterior.Longos,Cexterior,Longos,4,Out_2016,2016,Out,134.0
Cexterior.Placas,Cexterior,Placas,4,Out_2016,2016,Out,613.0
Cexterior.Blocos,Cexterior,Blocos,4,Out_2016,2016,Out,28.0
Importacao.Planos,Importacao,Planos,4,Out_2016,2016,Out,165.0
Importacao.Longos,Importacao,Longos,4,Out_2016,2016,Out,50.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Out_2016,2016,Out,67.0
Caparente.Planos,Caparente,Planos,4,Out_2016,2016,Out,1014.0
Caparente.Longos,Caparente,Longos,4,Out_2016,2016,Out,627.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Nov_2016,2016,Nov,2673.0
Producao.Planos,Producao,Planos,4,Nov_2016,2016,Nov,1111.0
Producao.Longos,Producao,Longos,4,Nov_2016,2016,Nov,683.0
Producao.Placas,Producao,Placas,4,Nov_2016,2016,Nov,589.0
Producao.Blocos,Producao,Blocos,4,Nov_2016,2016,Nov,143.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Nov_2016,2016,Nov,2320.969
Vinterna.Planos,Vinterna,Planos,4,Nov_2016,2016,Nov,812.0
Vinterna.Longos,Vinterna,Longos,4,Nov_2016,2016,Nov,533.0
Vinterna.Placas,Vinterna,Placas,4,Nov_2016,2016,Nov,7.0
Vinterna.Blocos,Vinterna,Blocos,4,Nov_2016,2016,Nov,33.0
Vexterna.Planos,Vexterna,Planos,4,Nov_2016,2016,Nov,302.327
Vexterna.Longos,Vexterna,Longos,4,Nov_2016,2016,Nov,135.605
Vexterna.Placas,Vexterna,Placas,4,Nov_2016,2016,Nov,612.164
Vexterna.Blocos,Vexterna,Blocos,4,Nov_2016,2016,Nov,109.659
Cexterior.Planos,Cexterior,Planos,4,Nov_2016,2016,Nov,245.0
Cexterior.Longos,Cexterior,Longos,4,Nov_2016,2016,Nov,156.0
Cexterior.Placas,Cexterior,Placas,4,Nov_2016,2016,Nov,704.0
Cexterior.Blocos,Cexterior,Blocos,4,Nov_2016,2016,Nov,34.0
Importacao.Planos,Importacao,Planos,4,Nov_2016,2016,Nov,118.0
Importacao.Longos,Importacao,Longos,4,Nov_2016,2016,Nov,74.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Nov_2016,2016,Nov,36.0
Caparente.Planos,Caparente,Planos,4,Nov_2016,2016,Nov,937.0
Caparente.Longos,Caparente,Longos,4,Nov_2016,2016,Nov,640.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Dez_2016,2016,Dez,2404.0
Producao.Planos,Producao,Planos,4,Dez_2016,2016,Dez,1026.0
Producao.Longos,Producao,Longos,4,Dez_2016,2016,Dez,390.0
Producao.Placas,Producao,Placas,4,Dez_2016,2016,Dez,850.0
Producao.Blocos,Producao,Blocos,4,Dez_2016,2016,Dez,240.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Dez_2016,2016,Dez,2214.319
Vinterna.Planos,Vinterna,Planos,4,Dez_2016,2016,Dez,745.0
Vinterna.Longos,Vinterna,Longos,4,Dez_2016,2016,Dez,500.0
Vinterna.Placas,Vinterna,Placas,4,Dez_2016,2016,Dez,9.0
Vinterna.Blocos,Vinterna,Blocos,4,Dez_2016,2016,Dez,16.0
Vexterna.Planos,Vexterna,Planos,4,Dez_2016,2016,Dez,366.585
Vexterna.Longos,Vexterna,Longos,4,Dez_2016,2016,Dez,177.309
Vexterna.Placas,Vexterna,Placas,4,Dez_2016,2016,Dez,784.621
Vexterna.Blocos,Vexterna,Blocos,4,Dez_2016,2016,Dez,198.501
Cexterior.Planos,Cexterior,Planos,4,Dez_2016,2016,Dez,335.0
Cexterior.Longos,Cexterior,Longos,4,Dez_2016,2016,Dez,177.0
Cexterior.Placas,Cexterior,Placas,4,Dez_2016,2016,Dez,698.0
Cexterior.Blocos,Cexterior,Blocos,4,Dez_2016,2016,Dez,85.0
Importacao.Planos,Importacao,Planos,4,Dez_2016,2016,Dez,107.0
Importacao.Longos,Importacao,Longos,4,Dez_2016,2016,Dez,42.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Dez_2016,2016,Dez,52.0
Caparente.Planos,Caparente,Planos,4,Dez_2016,2016,Dez,861.0
Caparente.Longos,Caparente,Longos,4,Dez_2016,2016,Dez,559.0
Producao.Aco Bruto,Producao,Aco Bruto,1,Jan_2017,2017,Jan,2868.0
Producao.Planos,Producao,Planos,1,Jan_2017,2017,Jan,1056.0
Producao.Longos,Producao,Longos,1,Jan_2017,2017,Jan,743.0
Producao.Placas,Producao,Placas,1,Jan_2017,2017,Jan,705.0
Producao.Blocos,Producao,Blocos,1,Jan_2017,2017,Jan,76.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Jan_2017,2017,Jan,2293.366
Vinterna.Planos,Vinterna,Planos,1,Jan_2017,2017,Jan,739.0
Vinterna.Longos,Vinterna,Longos,1,Jan_2017,2017,Jan,503.0
Vinterna.Placas,Vinterna,Placas,1,Jan_2017,2017,Jan,12.0
Vinterna.Blocos,Vinterna,Blocos,1,Jan_2017,2017,Jan,11.0
Vexterna.Planos,Vexterna,Planos,1,Jan_2017,2017,Jan,216.922
Vexterna.Longos,Vexterna,Longos,1,Jan_2017,2017,Jan,85.763
Vexterna.Placas,Vexterna,Placas,1,Jan_2017,2017,Jan,682.228
Vexterna.Blocos,Vexterna,Blocos,1,Jan_2017,2017,Jan,45.211
Cexterior.Planos,Cexterior,Planos,1,Jan_2017,2017,Jan,287.0
Cexterior.Longos,Cexterior,Longos,1,Jan_2017,2017,Jan,135.0
Cexterior.Placas,Cexterior,Placas,1,Jan_2017,2017,Jan,822.0
Cexterior.Blocos,Cexterior,Blocos,1,Jan_2017,2017,Jan,20.0
Importacao.Planos,Importacao,Planos,1,Jan_2017,2017,Jan,153.0
Importacao.Longos,Importacao,Longos,1,Jan_2017,2017,Jan,52.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Jan_2017,2017,Jan,1.0
Caparente.Planos,Caparente,Planos,1,Jan_2017,2017,Jan,905.0
Caparente.Longos,Caparente,Longos,1,Jan_2017,2017,Jan,569.0
Producao.Aco Bruto,Producao,Aco Bruto,1,Fev_2017,2017,Fev,2612.0
Producao.Planos,Producao,Planos,1,Fev_2017,2017,Fev,1028.0
Producao.Longos,Producao,Longos,1,Fev_2017,2017,Fev,694.0
Producao.Placas,Producao,Placas,1,Fev_2017,2017,Fev,593.0
Producao.Blocos,Producao,Blocos,1,Fev_2017,2017,Fev,105.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Fev_2017,2017,Fev,2073.46
Vinterna.Planos,Vinterna,Planos,1,Fev_2017,2017,Fev,708.0
Vinterna.Longos,Vinterna,Longos,1,Fev_2017,2017,Fev,538.0
Vinterna.Placas,Vinterna,Placas,1,Fev_2017,2017,Fev,13.0
Vinterna.Blocos,Vinterna,Blocos,1,Fev_2017,2017,Fev,12.0
Vexterna.Planos,Vexterna,Planos,1,Fev_2017,2017,Fev,223.764
Vexterna.Longos,Vexterna,Longos,1,Fev_2017,2017,Fev,142.348
Vexterna.Placas,Vexterna,Placas,1,Fev_2017,2017,Fev,664.655
Vexterna.Blocos,Vexterna,Blocos,1,Fev_2017,2017,Fev,95.054
Cexterior.Planos,Cexterior,Planos,1,Fev_2017,2017,Fev,223.0
Cexterior.Longos,Cexterior,Longos,1,Fev_2017,2017,Fev,128.0
Cexterior.Placas,Cexterior,Placas,1,Fev_2017,2017,Fev,745.0
Cexterior.Blocos,Cexterior,Blocos,1,Fev_2017,2017,Fev,78.0
Importacao.Planos,Importacao,Planos,1,Fev_2017,2017,Fev,82.0
Importacao.Longos,Importacao,Longos,1,Fev_2017,2017,Fev,79.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Fev_2017,2017,Fev,0.0
Caparente.Planos,Caparente,Planos,1,Fev_2017,2017,Fev,803.0
Caparente.Longos,Caparente,Longos,1,Fev_2017,2017,Fev,630.0
Producao.Aco Bruto,Producao,Aco Bruto,1,Mar_2017,2017,Mar,2887.0
Producao.Planos,Producao,Planos,1,Mar_2017,2017,Mar,1192.0
Producao.Longos,Producao,Longos,1,Mar_2017,2017,Mar,770.0
Producao.Placas,Producao,Placas,1,Mar_2017,2017,Mar,708.0
Producao.Blocos,Producao,Blocos,1,Mar_2017,2017,Mar,141.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,1,Mar_2017,2017,Mar,2375.179
Vinterna.Planos,Vinterna,Planos,1,Mar_2017,2017,Mar,891.0
Vinterna.Longos,Vinterna,Longos,1,Mar_2017,2017,Mar,598.0
Vinterna.Placas,Vinterna,Placas,1,Mar_2017,2017,Mar,13.0
Vinterna.Blocos,Vinterna,Blocos,1,Mar_2017,2017,Mar,18.0
Vexterna.Planos,Vexterna,Planos,1,Mar_2017,2017,Mar,211.995
Vexterna.Longos,Vexterna,Longos,1,Mar_2017,2017,Mar,147.552
Vexterna.Placas,Vexterna,Placas,1,Mar_2017,2017,Mar,654.279
Vexterna.Blocos,Vexterna,Blocos,1,Mar_2017,2017,Mar,135.006
Cexterior.Planos,Cexterior,Planos,1,Mar_2017,2017,Mar,290.0
Cexterior.Longos,Cexterior,Longos,1,Mar_2017,2017,Mar,159.0
Cexterior.Placas,Cexterior,Placas,1,Mar_2017,2017,Mar,888.0
Cexterior.Blocos,Cexterior,Blocos,1,Mar_2017,2017,Mar,47.0
Importacao.Planos,Importacao,Planos,1,Mar_2017,2017,Mar,139.0
Importacao.Longos,Importacao,Longos,1,Mar_2017,2017,Mar,94.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,1,Mar_2017,2017,Mar,36.0
Caparente.Planos,Caparente,Planos,1,Mar_2017,2017,Mar,1042.0
Caparente.Longos,Caparente,Longos,1,Mar_2017,2017,Mar,711.0
Producao.Aco Bruto,Producao,Aco Bruto,2,Abr_2017,2017,Abr,2927.0
Producao.Planos,Producao,Planos,2,Abr_2017,2017,Abr,1157.0
Producao.Longos,Producao,Longos,2,Abr_2017,2017,Abr,749.0
Producao.Placas,Producao,Placas,2,Abr_2017,2017,Abr,714.0
Producao.Blocos,Producao,Blocos,2,Abr_2017,2017,Abr,139.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Abr_2017,2017,Abr,2409.201
Vinterna.Planos,Vinterna,Planos,2,Abr_2017,2017,Abr,674.0
Vinterna.Longos,Vinterna,Longos,2,Abr_2017,2017,Abr,532.0
Vinterna.Placas,Vinterna,Placas,2,Abr_2017,2017,Abr,6.0
Vinterna.Blocos,Vinterna,Blocos,2,Abr_2017,2017,Abr,21.0
Vexterna.Planos,Vexterna,Planos,2,Abr_2017,2017,Abr,239.562
Vexterna.Longos,Vexterna,Longos,2,Abr_2017,2017,Abr,150.44
Vexterna.Placas,Vexterna,Placas,2,Abr_2017,2017,Abr,657.918
Vexterna.Blocos,Vexterna,Blocos,2,Abr_2017,2017,Abr,117.97
Cexterior.Planos,Cexterior,Planos,2,Abr_2017,2017,Abr,201.0
Cexterior.Longos,Cexterior,Longos,2,Abr_2017,2017,Abr,141.0
Cexterior.Placas,Cexterior,Placas,2,Abr_2017,2017,Abr,446.0
Cexterior.Blocos,Cexterior,Blocos,2,Abr_2017,2017,Abr,38.0
Importacao.Planos,Importacao,Planos,2,Abr_2017,2017,Abr,100.0
Importacao.Longos,Importacao,Longos,2,Abr_2017,2017,Abr,52.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Abr_2017,2017,Abr,2.0
Caparente.Planos,Caparente,Planos,2,Abr_2017,2017,Abr,781.0
Caparente.Longos,Caparente,Longos,2,Abr_2017,2017,Abr,605.0
Producao.Aco Bruto,Producao,Aco Bruto,2,Mai_2017,2017,Mai,2952.0
Producao.Planos,Producao,Planos,2,Mai_2017,2017,Mai,1103.0
Producao.Longos,Producao,Longos,2,Mai_2017,2017,Mai,734.0
Producao.Placas,Producao,Placas,2,Mai_2017,2017,Mai,679.0
Producao.Blocos,Producao,Blocos,2,Mai_2017,2017,Mai,61.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Mai_2017,2017,Mai,2497.984
Vinterna.Planos,Vinterna,Planos,2,Mai_2017,2017,Mai,824.0
Vinterna.Longos,Vinterna,Longos,2,Mai_2017,2017,Mai,569.0
Vinterna.Placas,Vinterna,Placas,2,Mai_2017,2017,Mai,9.0
Vinterna.Blocos,Vinterna,Blocos,2,Mai_2017,2017,Mai,30.0
Vexterna.Planos,Vexterna,Planos,2,Mai_2017,2017,Mai,288.486
Vexterna.Longos,Vexterna,Longos,2,Mai_2017,2017,Mai,132.223
Vexterna.Placas,Vexterna,Placas,2,Mai_2017,2017,Mai,773.452
Vexterna.Blocos,Vexterna,Blocos,2,Mai_2017,2017,Mai,44.702
Cexterior.Planos,Cexterior,Planos,2,Mai_2017,2017,Mai,303.0
Cexterior.Longos,Cexterior,Longos,2,Mai_2017,2017,Mai,164.0
Cexterior.Placas,Cexterior,Placas,2,Mai_2017,2017,Mai,926.0
Cexterior.Blocos,Cexterior,Blocos,2,Mai_2017,2017,Mai,58.0
Importacao.Planos,Importacao,Planos,2,Mai_2017,2017,Mai,144.0
Importacao.Longos,Importacao,Longos,2,Mai_2017,2017,Mai,63.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Mai_2017,2017,Mai,26.0
Caparente.Planos,Caparente,Planos,2,Mai_2017,2017,Mai,979.0
Caparente.Longos,Caparente,Longos,2,Mai_2017,2017,Mai,664.0
Producao.Aco Bruto,Producao,Aco Bruto,2,Jun_2017,2017,Jun,2673.0
Producao.Planos,Producao,Planos,2,Jun_2017,2017,Jun,1083.0
Producao.Longos,Producao,Longos,2,Jun_2017,2017,Jun,737.0
Producao.Placas,Producao,Placas,2,Jun_2017,2017,Jun,639.0
Producao.Blocos,Producao,Blocos,2,Jun_2017,2017,Jun,127.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,2,Jun_2017,2017,Jun,2285.293
Vinterna.Planos,Vinterna,Planos,2,Jun_2017,2017,Jun,894.0
Vinterna.Longos,Vinterna,Longos,2,Jun_2017,2017,Jun,603.0
Vinterna.Placas,Vinterna,Placas,2,Jun_2017,2017,Jun,8.0
Vinterna.Blocos,Vinterna,Blocos,2,Jun_2017,2017,Jun,13.0
Vexterna.Planos,Vexterna,Planos,2,Jun_2017,2017,Jun,292.42
Vexterna.Longos,Vexterna,Longos,2,Jun_2017,2017,Jun,152.593
Vexterna.Placas,Vexterna,Placas,2,Jun_2017,2017,Jun,661.242
Vexterna.Blocos,Vexterna,Blocos,2,Jun_2017,2017,Jun,114.892
Cexterior.Planos,Cexterior,Planos,2,Jun_2017,2017,Jun,327.0
Cexterior.Longos,Cexterior,Longos,2,Jun_2017,2017,Jun,155.0
Cexterior.Placas,Cexterior,Placas,2,Jun_2017,2017,Jun,675.0
Cexterior.Blocos,Cexterior,Blocos,2,Jun_2017,2017,Jun,44.0
Importacao.Planos,Importacao,Planos,2,Jun_2017,2017,Jun,131.0
Importacao.Longos,Importacao,Longos,2,Jun_2017,2017,Jun,49.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,2,Jun_2017,2017,Jun,12.0
Caparente.Planos,Caparente,Planos,2,Jun_2017,2017,Jun,1033.0
Caparente.Longos,Caparente,Longos,2,Jun_2017,2017,Jun,678.0
Producao.Aco Bruto,Producao,Aco Bruto,3,Jul_2017,2017,Jul,2852.0
Producao.Planos,Producao,Planos,3,Jul_2017,2017,Jul,1135.0
Producao.Longos,Producao,Longos,3,Jul_2017,2017,Jul,738.0
Producao.Placas,Producao,Placas,3,Jul_2017,2017,Jul,647.0
Producao.Blocos,Producao,Blocos,3,Jul_2017,2017,Jul,81.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Jul_2017,2017,Jul,2337.139
Vinterna.Planos,Vinterna,Planos,3,Jul_2017,2017,Jul,832.0
Vinterna.Longos,Vinterna,Longos,3,Jul_2017,2017,Jul,594.0
Vinterna.Placas,Vinterna,Placas,3,Jul_2017,2017,Jul,14.0
Vinterna.Blocos,Vinterna,Blocos,3,Jul_2017,2017,Jul,16.0
Vexterna.Planos,Vexterna,Planos,3,Jul_2017,2017,Jul,245.611
Vexterna.Longos,Vexterna,Longos,3,Jul_2017,2017,Jul,157.371
Vexterna.Placas,Vexterna,Placas,3,Jul_2017,2017,Jul,688.453
Vexterna.Blocos,Vexterna,Blocos,3,Jul_2017,2017,Jul,60.065
Cexterior.Planos,Cexterior,Planos,3,Jul_2017,2017,Jul,221.0
Cexterior.Longos,Cexterior,Longos,3,Jul_2017,2017,Jul,154.0
Cexterior.Placas,Cexterior,Placas,3,Jul_2017,2017,Jul,674.0
Cexterior.Blocos,Cexterior,Blocos,3,Jul_2017,2017,Jul,21.0
Importacao.Planos,Importacao,Planos,3,Jul_2017,2017,Jul,150.0
Importacao.Longos,Importacao,Longos,3,Jul_2017,2017,Jul,52.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Jul_2017,2017,Jul,2.0
Caparente.Planos,Caparente,Planos,3,Jul_2017,2017,Jul,997.0
Caparente.Longos,Caparente,Longos,3,Jul_2017,2017,Jul,665.0
Producao.Aco Bruto,Producao,Aco Bruto,3,Ago_2017,2017,Ago,2981.0
Producao.Planos,Producao,Planos,3,Ago_2017,2017,Ago,1209.0
Producao.Longos,Producao,Longos,3,Ago_2017,2017,Ago,754.0
Producao.Placas,Producao,Placas,3,Ago_2017,2017,Ago,757.0
Producao.Blocos,Producao,Blocos,3,Ago_2017,2017,Ago,115.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Ago_2017,2017,Ago,2461.266
Vinterna.Planos,Vinterna,Planos,3,Ago_2017,2017,Ago,929.0
Vinterna.Longos,Vinterna,Longos,3,Ago_2017,2017,Ago,612.0
Vinterna.Placas,Vinterna,Placas,3,Ago_2017,2017,Ago,16.0
Vinterna.Blocos,Vinterna,Blocos,3,Ago_2017,2017,Ago,22.0
Vexterna.Planos,Vexterna,Planos,3,Ago_2017,2017,Ago,320.292
Vexterna.Longos,Vexterna,Longos,3,Ago_2017,2017,Ago,187.67
Vexterna.Placas,Vexterna,Placas,3,Ago_2017,2017,Ago,586.791
Vexterna.Blocos,Vexterna,Blocos,3,Ago_2017,2017,Ago,93.934
Cexterior.Planos,Cexterior,Planos,3,Ago_2017,2017,Ago,353.0
Cexterior.Longos,Cexterior,Longos,3,Ago_2017,2017,Ago,192.0
Cexterior.Placas,Cexterior,Placas,3,Ago_2017,2017,Ago,855.0
Cexterior.Blocos,Cexterior,Blocos,3,Ago_2017,2017,Ago,71.0
Importacao.Planos,Importacao,Planos,3,Ago_2017,2017,Ago,151.0
Importacao.Longos,Importacao,Longos,3,Ago_2017,2017,Ago,39.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Ago_2017,2017,Ago,1.0
Caparente.Planos,Caparente,Planos,3,Ago_2017,2017,Ago,1096.0
Caparente.Longos,Caparente,Longos,3,Ago_2017,2017,Ago,673.0
Producao.Aco Bruto,Producao,Aco Bruto,3,Set_2017,2017,Set,2987.0
Producao.Planos,Producao,Planos,3,Set_2017,2017,Set,1144.0
Producao.Longos,Producao,Longos,3,Set_2017,2017,Set,737.0
Producao.Placas,Producao,Placas,3,Set_2017,2017,Set,789.0
Producao.Blocos,Producao,Blocos,3,Set_2017,2017,Set,109.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,3,Set_2017,2017,Set,2441.65
Vinterna.Planos,Vinterna,Planos,3,Set_2017,2017,Set,862.0
Vinterna.Longos,Vinterna,Longos,3,Set_2017,2017,Set,671.0
Vinterna.Placas,Vinterna,Placas,3,Set_2017,2017,Set,15.0
Vinterna.Blocos,Vinterna,Blocos,3,Set_2017,2017,Set,24.0
Vexterna.Planos,Vexterna,Planos,3,Set_2017,2017,Set,324.409
Vexterna.Longos,Vexterna,Longos,3,Set_2017,2017,Set,188.753
Vexterna.Placas,Vexterna,Placas,3,Set_2017,2017,Set,845.07
Vexterna.Blocos,Vexterna,Blocos,3,Set_2017,2017,Set,87.02
Cexterior.Planos,Cexterior,Planos,3,Set_2017,2017,Set,321.0
Cexterior.Longos,Cexterior,Longos,3,Set_2017,2017,Set,174.0
Cexterior.Placas,Cexterior,Placas,3,Set_2017,2017,Set,666.0
Cexterior.Blocos,Cexterior,Blocos,3,Set_2017,2017,Set,1.0
Importacao.Planos,Importacao,Planos,3,Set_2017,2017,Set,171.0
Importacao.Longos,Importacao,Longos,3,Set_2017,2017,Set,48.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,3,Set_2017,2017,Set,2.0
Caparente.Planos,Caparente,Planos,3,Set_2017,2017,Set,1050.0
Caparente.Longos,Caparente,Longos,3,Set_2017,2017,Set,745.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Out_2017,2017,Out,3096.0
Producao.Planos,Producao,Planos,4,Out_2017,2017,Out,1283.0
Producao.Longos,Producao,Longos,4,Out_2017,2017,Out,843.0
Producao.Placas,Producao,Placas,4,Out_2017,2017,Out,800.0
Producao.Blocos,Producao,Blocos,4,Out_2017,2017,Out,164.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Out_2017,2017,Out,2494.033
Vinterna.Planos,Vinterna,Planos,4,Out_2017,2017,Out,825.0
Vinterna.Longos,Vinterna,Longos,4,Out_2017,2017,Out,634.0
Vinterna.Placas,Vinterna,Placas,4,Out_2017,2017,Out,16.0
Vinterna.Blocos,Vinterna,Blocos,4,Out_2017,2017,Out,22.0
Vexterna.Planos,Vexterna,Planos,4,Out_2017,2017,Out,279.082
Vexterna.Longos,Vexterna,Longos,4,Out_2017,2017,Out,168.981
Vexterna.Placas,Vexterna,Placas,4,Out_2017,2017,Out,794.511
Vexterna.Blocos,Vexterna,Blocos,4,Out_2017,2017,Out,120.873
Cexterior.Planos,Cexterior,Planos,4,Out_2017,2017,Out,359.0
Cexterior.Longos,Cexterior,Longos,4,Out_2017,2017,Out,182.0
Cexterior.Placas,Cexterior,Placas,4,Out_2017,2017,Out,963.0
Cexterior.Blocos,Cexterior,Blocos,4,Out_2017,2017,Out,61.0
Importacao.Planos,Importacao,Planos,4,Out_2017,2017,Out,148.0
Importacao.Longos,Importacao,Longos,4,Out_2017,2017,Out,37.0
Importacao.Semiacabados p/ Venda,Importacao,Semiacabados p/ Venda,4,Out_2017,2017,Out,1.0
Caparente.Planos,Caparente,Planos,4,Out_2017,2017,Out,989.0
Caparente.Longos,Caparente,Longos,4,Out_2017,2017,Out,694.0
Producao.Aco Bruto,Producao,Aco Bruto,4,Nov_2017,2017,Nov,3075.0
Producao.Planos,Producao,Planos,4,Nov_2017,2017,Nov,1202.0
Producao.Longos,Producao,Longos,4,Nov_2017,2017,Nov,807.0
Producao.Placas,Producao,Placas,4,Nov_2017,2017,Nov,742.0
Producao.Blocos,Producao,Blocos,4,Nov_2017,2017,Nov,95.0
Producao.Ferro-Gusa,Producao,Ferro-Gusa,4,Nov_2017,2017,Nov,2470.478
